name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"chicago, il",2018-04-26T19:00:00,62.4,62.4,27.4,26.3,0,0,,0,0,10.7,7.2,145,1010.7,88.1,9.9,71,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T20:00:00,59,59,28.8,31.5,0,0,,0,0,9.6,6.8,105,1010.4,88.1,9.9,20,0.1,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-26T21:00:00,56.3,56.3,28.6,34.44,0,0,,0,0,10.5,6.2,135,1010.3,76.7,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T22:00:00,56.3,56.3,29,35.09,0,0,,0,0,11.6,6.4,153,1009.9,52.9,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-26T23:00:00,55.4,55.4,30,37.69,0,0,,0,0,13,6.4,170,1009.3,52.9,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T00:00:00,55.7,55.7,31.1,39.03,0,0,,0,0,14.3,7.9,172,1008.8,89,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T01:00:00,55.3,55.3,30.6,38.84,0,0,,0,0,14.8,6.9,188,1008.1,89,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T02:00:00,54.7,54.7,29.9,38.59,0,0,,0,0,16.1,7.9,187,1007.1,89,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T03:00:00,53.6,53.6,31.4,42.49,0,0,,0,0,15.2,7.7,221,1006.5,89,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T04:00:00,51.5,51.5,33.9,50.74,0,0,,0,0,27,11.7,303,1007.1,89,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T05:00:00,45.7,38.3,34,63.34,0,0,,0,0,25.4,18.4,7,1008.3,80.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T06:00:00,44.1,37,35.5,71.76,0,0,,0,0,24.2,15.2,360,1009.1,32.7,9.9,10,0,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T07:00:00,44.8,39.3,35.8,70.52,0,0,,0,0,26.6,10.6,352,1009.7,38.9,9.9,56,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T08:00:00,46.9,40.7,36,65.49,0,0,,0,0,25.5,15.2,349,1010.2,24.2,9.9,261,0.9,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T09:00:00,48.8,43,36,60.97,0,0,,0,0,19.7,15.7,350,1010.6,24.2,9.9,477,1.7,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T10:00:00,52.1,52.1,35.5,53.06,0,0,,0,0,26.6,12,351,1010.7,24.2,9.9,662,2.4,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T11:00:00,53.9,53.9,30.9,41.28,0,0,,0,0,24.8,9.1,16,1010.7,24.2,9.9,813,2.9,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T12:00:00,54,54,29.6,39.02,0,0,,0,0,21.9,13.1,66,1010.8,24.2,9.9,903,3.3,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T13:00:00,54.3,54.3,29.9,39.07,0,0,,0,0,18.8,10.7,40,1010.2,24.2,9.9,936,3.4,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T14:00:00,54.4,54.4,29.8,38.79,0,0,,0,0,23.7,14.9,84,1009.7,52.9,9.9,894,3.2,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T15:00:00,53.3,53.3,28.5,38.33,0,0,,0,0,18.6,11.9,83,1009.2,47.3,9.9,823,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T16:00:00,52.2,52.2,27.4,38.05,0,0,,0,0,23.5,13.6,76,1008.8,89,9.9,707,2.5,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T17:00:00,49.6,44.8,26.3,40.02,0,0,,0,0,24.6,12.6,65,1008.7,92.8,9.9,325,1.2,3,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T18:00:00,45.6,39.4,29.4,52.83,0,0,,0,0,23,13.6,62,1009,100,9.9,87,0.3,1,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T19:00:00,43.4,35.3,33.3,67.27,0.008,100,rain,0,0,27.2,18.6,78,1007.9,100,9.7,17,0.1,0,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T20:00:00,41.8,33.2,34.1,73.95,0.013,100,rain,0,0,27.4,18.1,37,1009.6,90.3,9.9,12,0,0,,"Rain, Overcast",rain,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-27T21:00:00,41.8,34.3,34.8,76.23,0,0,,0,0,25.4,14.3,43,1010.1,97.5,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T22:00:00,41.5,32.4,35.1,77.71,0,0,,0,0.08,26.1,20.1,30,1011.4,64.8,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-27T23:00:00,40.5,31.4,35.4,81.98,0,0,,0,0.12,22.9,19,27,1011.8,92.8,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T00:00:00,40.6,33.7,34.6,79.11,0,0,,0,0.12,21,11.7,7,1012.3,100,9.9,0,0,0,,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T01:00:00,41.2,34.4,34,75.45,0,0,,0,0.12,25.1,11.8,357,1012.8,58.9,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T02:00:00,40.3,32.2,32,72.07,0,0,,0,0.12,23,15.2,359,1013.1,6.2,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T03:00:00,39.2,31.5,30.8,71.69,0,0,,0,0.12,26.2,12.9,360,1013.6,18,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T04:00:00,38.4,30,30.6,73.33,0,0,,0,0.12,25.9,14.3,359,1014.6,18,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T05:00:00,38,29.9,30.8,74.83,0,0,,0,0.12,21.9,13.2,355,1015.1,24.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T06:00:00,37.5,30.3,31.7,79.64,0,0,,0,0.12,24.8,10.5,350,1016.3,24.2,9.9,11,0,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T07:00:00,38.4,31.1,31.7,76.7,0,0,,0,0.12,24.2,11.2,357,1017.4,24.2,9.9,65,0.2,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T08:00:00,40.4,33.4,32.2,72.22,0,0,,0,0.12,26.2,12,1,1018.5,24.2,9.9,258,0.9,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T09:00:00,43.6,37.3,31.9,63.23,0,0,,0,0.12,27.3,12.4,13,1019.1,24.2,9.9,481,1.7,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T10:00:00,46.5,41.6,31.4,55.53,0,0,,0,0.12,28,10.1,10,1020.1,24.2,9.9,661,2.4,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T11:00:00,48.4,42.9,30,48.77,0,0,,0,0.08,17.2,13.8,359,1020.7,35.3,9.9,810,2.9,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T12:00:00,49.8,44.1,30.4,47.1,0,0,,0,0.08,24.9,16.1,30,1021.2,54.7,9.9,905,3.3,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T13:00:00,49.5,43,27.2,41.71,0,0,,0,0.08,26.4,19.4,9,1021.5,29.4,9.9,938,3.4,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T14:00:00,49.8,43.8,20.7,31.54,0,0,,0,0.08,24.4,17.2,39,1022.1,24.2,9.9,865,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T15:00:00,48.7,43.1,21.5,33.89,0,0,,0,0.08,22,14.8,31,1022.5,24.2,9.9,854,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T16:00:00,48.6,42.6,19.7,31.45,0,0,,0,0.08,22.5,16.1,39,1022.7,24.2,9.9,719,2.6,7,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T17:00:00,47.5,41.4,19.4,32.49,0,0,,0,0.08,22.9,15.1,32,1023.4,24.2,9.9,431,1.6,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T18:00:00,46.1,39.3,20.5,35.75,0,0,,0,0.08,24.4,16.4,35,1023.9,18,9.9,298,1.1,3,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T19:00:00,44.1,37.3,17.5,34.08,0,0,,0,0,21.7,14.2,43,1024.1,0,9.9,147,0.5,1,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T20:00:00,42,35.3,18.7,38.74,0,0,,0,0,17.9,12.3,38,1024.7,0,9.9,19,0.1,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-28T21:00:00,40.5,36.1,21.6,46.6,0,0,,0,0,14.5,6.4,20,1025.2,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T22:00:00,40.3,35.5,22.1,47.94,0,0,,0,0,12.5,7,23,1025.5,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-28T23:00:00,39.1,34.8,21.5,48.97,0,0,,0,0,11.2,5.8,3,1025.7,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T00:00:00,38.4,35,20.9,49.12,0,0,,0,0,10.7,4.5,3,1026,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T01:00:00,36.8,32.4,22.1,54.99,0,0,,0,0,10.7,5.4,353,1026.3,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T02:00:00,36.1,32,23.2,59.32,0,0,,0,0,11.6,4.9,358,1026.4,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T03:00:00,34.3,29.3,23.9,65.5,0,0,,0,0,11.4,5.5,340,1026.8,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T04:00:00,34,30.9,23.9,66.2,0,0,,0,0,11,3.5,339,1027.2,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T05:00:00,33.2,28.1,23.9,68.31,0,0,,0,0,10.3,5.5,315,1027.8,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T06:00:00,32.9,27.9,24.5,70.76,0,0,,0,0,9.4,5.4,337,1028.3,18,9.9,11,0,0,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T07:00:00,36.1,31.8,26.5,68,0,0,,0,0,10.1,5.1,358,1029.1,0,9.9,71,0.3,1,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T08:00:00,41.2,36.7,28.9,61.53,0,0,,0,0,12.5,6.7,23,1029.4,0,9.9,281,1,3,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T09:00:00,44.4,41.6,26.4,48.86,0,0,,0,0,13,5.1,35,1029.5,0,9.9,491,1.8,5,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T10:00:00,47.8,45.2,24.5,39.72,0,0,,0,0,13.2,5.8,70,1029.6,0,9.9,673,2.4,7,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T11:00:00,49.5,46.5,21.7,33.22,0,0,,0,0,13.2,7.3,85,1029.3,0,9.9,821,3,8,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T12:00:00,50.6,50.6,19.7,29.28,0,0,,0,0,12.8,9,87,1028.8,0,9.9,917,3.3,9,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T13:00:00,51.8,51.8,16.5,24.38,0,0,,0,0,12.1,6.1,70,1028.5,0,9.9,947,3.4,9,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T14:00:00,53.3,53.3,17.2,23.82,0,0,,0,0,11.9,5.6,69,1028.2,0,9.9,874,3.1,9,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T15:00:00,55.3,55.3,14.4,19.57,0,0,,0,0,12.3,5.7,46,1027.3,0,9.9,864,3.1,9,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T16:00:00,56.4,56.4,14.2,18.61,0,0,,0,0,12.8,6.4,110,1026.6,0,9.9,728,2.6,7,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T17:00:00,56.6,56.6,14.4,18.7,0,0,,0,0,13.4,7.3,104,1026.1,0,9.9,436,1.6,4,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T18:00:00,56.3,56.3,12.2,17.13,0,0,,0,0,13.6,8.3,86,1025.3,0,9.9,303,1.1,3,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T19:00:00,54.3,54.3,9.3,16.22,0,0,,0,0,13.2,9.2,92,1024.8,0,9.9,151,0.5,2,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T20:00:00,50.3,50.3,8,17.7,0,0,,0,0,11.6,8.5,107,1024.3,0,9.9,21,0.1,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-29T21:00:00,47.8,44,7.7,19.19,0,0,,0,0,10.5,8.4,115,1024.1,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T22:00:00,46,42.2,14.8,28.2,0,0,,0,0,10.3,7.2,128,1024.1,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-29T23:00:00,44.9,41.9,22.2,40.38,0,0,,0,0,10.1,5.4,134,1024.1,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T00:00:00,43.9,41.2,20.8,39.36,0,0,,0,0,10.1,4.8,157,1024.3,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T01:00:00,43.9,41.1,16.1,32.25,0,0,,0,0,10.7,4.9,148,1024.1,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T02:00:00,43.1,40,13.8,30.05,0,0,,0,0,11.6,5.1,157,1024,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T03:00:00,43,39.4,14,30.43,0,0,,0,0,11.9,5.9,150,1023.5,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T04:00:00,42,38.9,16.7,35.63,0,0,,0,0,11.9,4.9,159,1023.5,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T05:00:00,41.7,38.3,17.7,37.51,0,0,,0,0,12.8,5.3,171,1023.6,0,9.9,0,0,0,,Clear,clear-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T06:00:00,41.3,37.6,18.9,40.15,0,0,,0,0,13.9,5.5,169,1023.9,0,9.9,12,0,0,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T07:00:00,44.5,40.9,20.1,37.52,0,0,,0,0,15.7,6.3,179,1024.3,0,9.9,72,0.3,1,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T08:00:00,50.6,50.6,22.5,32.91,0,0,,0,0,18.1,9.1,192,1024.1,0,9.9,278,1,3,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T09:00:00,58.7,58.7,21.9,23.9,0,0,,0,0,21.9,15.5,199,1023.6,0,9.9,481,1.7,5,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T10:00:00,61.8,61.8,22,21.46,0,0,,0,0,23,16.6,203,1023.1,6.2,9.9,655,2.4,7,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T11:00:00,65.9,65.9,23.8,20.05,0,0,,0,0,23.9,16.6,212,1022.4,6.2,9.9,799,2.9,8,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T12:00:00,69.9,69.9,25.8,19.09,0,0,,0,0,25.2,17.3,212,1021.3,6.2,9.9,891,3.2,9,,Clear,clear-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T13:00:00,72.7,72.7,26.4,17.79,0,0,,0,0,26,16.4,208,1020.6,24.2,9.9,914,3.3,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T14:00:00,74.7,74.7,25.2,15.77,0,0,,0,0,25.3,13.5,202,1019.6,24.2,9.9,844,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T15:00:00,77.8,77.8,24.1,13.62,0,0,,0,0,26.1,14.4,214,1018.4,29.4,9.9,832,3,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T16:00:00,79.1,79.1,25.5,13.85,0,0,,0,0,24.2,15.6,189,1017.2,44,9.9,612,2.2,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T17:00:00,79.7,79.7,27.2,14.54,0,0,,0,0,25.8,17.1,203,1016.5,44,9.9,440,1.6,4,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T18:00:00,79.1,79.1,27.5,15.01,0,0,,0,0,26.4,15.6,194,1015.9,44,9.9,285,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T19:00:00,78.2,78.2,29,16.46,0,0,,0,0,25.3,14.6,190,1015.1,44,9.9,134,0.5,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T20:00:00,74.9,74.9,28.9,18.23,0,0,,0,0,25.2,13.1,180,1014.8,44,9.9,27,0.1,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-04-30T21:00:00,72.1,72.1,29.4,20.53,0,0,,0,0,25.1,12.6,180,1014.7,24.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T22:00:00,69.6,69.6,29.4,22.35,0,0,,0,0,23,15.9,190,1014.9,24.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-04-30T23:00:00,67.2,67.2,29.4,24.24,0,0,,0,0,27.7,18.7,198,1014.9,24.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T00:00:00,65.4,65.4,31,27.43,0,0,,0,0,23.3,14.8,200,1014.6,44,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T01:00:00,64.5,64.5,31.4,28.77,0,0,,0,0,21.9,13.4,202,1014.5,44,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T02:00:00,63.5,63.5,32.1,30.81,0,0,,0,0,24.2,9.9,209,1014.7,69.5,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T03:00:00,63.7,63.7,32.1,30.59,0,0,,0,0,20.8,10.8,209,1015.1,78.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T04:00:00,61.9,61.9,33.3,34.13,0,0,,0,0,23,10.1,196,1015.3,44,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T05:00:00,59.8,59.8,34.2,38.03,0,0,,0,0,20.1,10,200,1015.1,24.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
"chicago, il",2018-05-01T06:00:00,58.6,58.6,35.2,41.27,0,0,,0,0,19.7,10.1,192,1015.2,24.2,9.9,11,0,0,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-05-01T07:00:00,59.7,59.7,35.5,40.26,0,0,,0,0,19.7,11.9,192,1015.2,24.2,9.9,72,0.3,1,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-05-01T08:00:00,63.1,63.1,37.3,38.4,0,0,,0,0,23,11.8,201,1015.5,24.2,9.9,264,1,3,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-05-01T09:00:00,68.1,68.1,41.2,37.53,0,0,,0,0,21.9,13,218,1015.4,24.2,9.9,463,1.7,5,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-05-01T10:00:00,72.9,72.9,44.8,36.55,0,0,,0,0,23,14.2,211,1015,24.2,9.9,637,2.3,6,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-05-01T11:00:00,76.7,76.7,47.4,35.51,0,0,,0,0,23.8,13.5,223,1014.7,24.2,9.9,779,2.8,8,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
"chicago, il",2018-05-01T12:00:00,80.6,79.9,49.4,33.62,0,0,,0,0,25.6,16.7,228,1014.5,24.2,9.9,872,3.1,9,,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,D6362,74466504838,KPWK"
